url,region,price,year,manufacturer,model,condition,fuel,odometer,transmission,drive,type,description,state,lat,long,posting_date,vehicle_age,vehicle_label,market_median_price,deal_score
https://baltimore.craigslist.org/ctd/d/baltimore-2013-bmw-series-2dr-cpe-328i/7304654271.html,baltimore,15990,2013.0,bmw,328i,,gas,56739.0,automatic,,coupe,"2013 BMW 3 Series 2dr Cpe 328i xDrive AWD     Offered by: AutoLeader — (410) 415-1789 — $15,990       AutoLeader    Year: 2013 Make: BMW Model: 3 Series Series: 2dr Cpe 328i xDrive AWD VIN: WBAKF3C54DJ385740 Stock #: 5740 Condition: Used Mileage: 56,739 MPG: 17 city / 25 highway Exterior: Alpine Whi",md,39.3545,-76.69921,2021-04-10T10:37:09-0400,12.0,2013 Bmw 328I,13777.0,-2213.0
https://baltimore.craigslist.org/cto/d/baltimore-clean-title-runs-great/7304681777.html,baltimore,1200,1998.0,subaru,legacy outback,,gas,157500.0,automatic,,,Runs great! Just need a water pump,md,39.287,-76.6476,2021-04-10T11:25:28-0400,27.0,1998 Subaru Legacy Outback,2000.0,800.0
https://minneapolis.craigslist.org/wsh/ctd/d/new-richmond-2013-chrysler-200-limited/7316884477.html,minneapolis / st paul,11999,2013.0,chrysler,200,excellent,gas,72605.0,automatic,fwd,sedan,"V6, Sunroof, Navigation System, Remote Start, Heated Seats, Leather Seats, Cruise Control. Price does not include sales tax, title, registration, or $199.75 service fee.",mn,45.123,-92.5366,2021-05-04T14:22:10-0500,12.0,2013 Chrysler 200,5999.0,-6000.0
https://flint.craigslist.org/ctd/d/utica-2011-buick-lucerne-sedan-4dr-sdn/7316291500.html,flint,9995,2011.0,buick,lucerne,excellent,gas,124283.0,automatic,fwd,sedan,2011 Buick Lucerne 4dr Sdn CXL - Cyber Gray Metallic 556121A   CONTACT INFORMATION:   	☎ Phone: (810) 471-3745  	Use extension 0056 when prompted.  ✍ Vehicle Website:  http://classifieds.usedcar.zone/r?P=16104805&U=1 (copy paste link into your browser)    VEHICLE SPECIFICATIONS:   	Year: 2011 	Make:,mi,42.59142,-83.031,2021-05-03T13:21:33-0400,14.0,2011 Buick Lucerne,8700.0,-1295.0
https://albuquerque.craigslist.org/cto/d/tierra-amarilla-nissan-titan-4x4/7314138481.html,albuquerque,38200,2017.0,nissan,titan,like new,gas,62276.0,automatic,4wd,truck,"2017 Nissan Titan Pro 4X, $3,500 100k mile warranty and GAP are included in the loan. I purchase the vehicle in October of 2020. Dont use it much i have another vehicle. Monthly payment is $563 a month.",nm,36.6805,-106.557,2021-04-28T18:48:57-0600,8.0,2017 Nissan Titan,33995.0,-4205.0
https://southbend.craigslist.org/ctd/d/elkhart-2006-toyota-rav-128k/7314909563.html,south bend / michiana,6550,2006.0,toyota,rav 4 128k,,gas,128783.0,automatic,,,"2006 Toyota RAV4, Low Miles 128K, Runs and Drives Great, FWD, Very Clean, Power Mirrors, Locks and windows, Cruise, Cold Air, Roof Rack, Tires Good, rebuilt title due to minor accident in rear. $6,550. Sharp SUV, Free 45 day plate,",in,41.674819,-86.003401,2021-04-30T13:50:37-0400,19.0,2006 Toyota Rav 4 128K,6550.0,0.0
https://beaumont.craigslist.org/ctd/d/beaumont-2005-chrysler-300c/7311375539.html,beaumont / port arthur,8500,2005.0,chrysler,300,excellent,gas,85000.0,automatic,rwd,,"clean inside and out ,strong running ,  low miles , been well taken care of, 20 inch chrome wheels, runs smooth and quiet, hemi engine",tx,30.0211,-94.1157,2021-04-23T10:50:17-0500,20.0,2005 Chrysler 300,5200.0,-3300.0
https://bend.craigslist.org/ctd/d/woodburn-2017-ford-150-4x4-4wd-f150/7310871216.html,bend,49747,2017.0,ford,f-150,,gas,35147.0,automatic,4wd,truck,"Hillyer's Mid-City        STOCK #:  A0595            CALL:  (541) 234-5949 📞           PRICE:  $49,747 COPY THIS LINK AND PASTE TO YOUR BROWSER FOR MORE INFORMATION:             http://atmxi.com/572105/2858225I403  2017 Ford F-150 Lariat Shadow Black 4WD 10-Speed Automatic 3.5L V64WD, ABS brakes, Co",or,45.150695,-122.884236,2021-04-22T08:59:48-0700,8.0,2017 Ford F-150,32995.0,-16752.0
https://evansville.craigslist.org/ctd/d/evansville-2013-mini-hardtop-cooper/7314521962.html,evansville,15990,2013.0,mini,hardtop cooper s hatchback,good,gas,36382.0,other,fwd,hatchback,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",in,37.98,-87.54,2021-04-29T16:01:23-0500,12.0,2013 Mini Hardtop Cooper S Hatchback,17590.0,1600.0
https://beaumont.craigslist.org/ctd/d/beaumont-2020-mitsubishi-outlander/7303747096.html,beaumont / port arthur,19990,2020.0,mitsubishi,outlander sport es,good,other,11103.0,other,,hatchback,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",tx,30.08,-94.14,2021-04-08T12:51:15-0500,5.0,2020 Mitsubishi Outlander Sport Es,19990.0,0.0
https://yubasutter.craigslist.org/ctd/d/yuba-city-2008-honda-civic-si/7311471846.html,yuba-sutter,9999,2008.0,honda,civic si,excellent,gas,182264.0,manual,,sedan,"2008 Honda Civic Si182,264 mi. - Manual - 4D Sedan - 4 Cyl - FWD: Front Wheel Drive - VIN# 2HGFA55528H703312 - STK# 703312Superior Auto Group         Call or Text (530) 444-2002www.superiorautogroups.com         Address: 395 Garden Highway, Yuba City, CA 95993The vehicle history report shows a CLEAN",ca,39.123441,-121.61144,2021-04-23T11:15:57-0700,17.0,2008 Honda Civic Si,9999.0,0.0
https://charlotte.craigslist.org/ctd/d/harrisburg-2015-subaru-wrx-limited-awd/7315054627.html,charlotte,16998,2015.0,subaru,wrx,,gas,136091.0,automatic,,other,"2015 Subaru WRX Limited AWD 4dr Sedan CVT     Offered by: Alta Auto Group — (704) 486-1522 — $16,998     FINANCE THIS 2015 SUBARU WRX  HASSLE-FREE UP TO 84 MONTHS  WITH VERY COMPETITIVE INTEREST RATES!  ASK US ABOUT OUR WARRANTY OPTIONS!  SUPER LOW FINANCING OPTIONS!  APPLY FOR FINANCING ONLINE NOW ",nc,35.354893,-80.620315,2021-04-30T18:05:36-0400,10.0,2015 Subaru Wrx,21622.5,4624.5
https://yakima.craigslist.org/ctd/d/yakima-2016-chrysler-200-lx/7306059739.html,yakima,11999,2016.0,chrysler,200 lx,,gas,109879.0,automatic,fwd,sedan,"2016 Chrysler 200 LX - $11,999 	Elite Motor Sports LLC 	708 N 5TH AVE 	YAKIMA, WA 98902 	Follow the link below for more info: 	http://www.elitemotorsportsyakima.com/vehicle_pages/1c3cccfb1gn131003-2016-chrysler-200-sedan-yakima-wa.shtml 	💥💥💥 Call Us! 602-752-3105 💥💥💥 	 	VEHICLE DETAILS: 	Stock Numbe",wa,46.609386,-120.518686,2021-04-13T04:08:17-0700,9.0,2016 Chrysler 200 Lx,11999.0,0.0
https://swva.craigslist.org/ctd/d/houston-1991-nissan-skyline-gtr/7306939500.html,southwest va,38995,1991.0,nissan,skyline gtr,,gas,95000.0,manual,,,"Check out this 1995 Nissan Skyline GTR, there’s no doubt that this was a cherished, well kept vehicle back in Japan. The silver paint shines very well with no noticeable blemishes. Bodylines are straight and the panels match up well. The car has been slightly lowered with Tein coilovers for a more a",va,29.699,-95.5862,2021-04-14T18:35:16-0400,34.0,1991 Nissan Skyline Gtr,38995.0,0.0
https://columbus.craigslist.org/ctd/d/hilliard-2003-volkswagen-new-beetle-gl/7309235617.html,columbus,4850,2003.0,volkswagen,new beetle coupe,excellent,gas,75680.0,manual,fwd,coupe,"2003 Volkswagen New Beetle Coupe 2dr Cpe GL Manual Coupe   Ready To Upgrade Your Ride Today? We Make It Fast & Easy!Call (or text) ☏ (614) 777−8880  Columbus Auto Resale Hilliard 4725 Roberts Rd, Columbus, OH 43228Copy & Paste the URL belowto view more information!http://carhilliard.com   			Year : ",oh,40.002779,-83.133361,2021-04-19T11:00:24-0400,22.0,2003 Volkswagen New Beetle Coupe,4900.0,50.0
https://stockton.craigslist.org/ctd/d/sacramento-2015-ford-fusion-se-sedan/7316531943.html,stockton,15588,2015.0,ford,fusion se,good,gas,24318.0,automatic,fwd,sedan,"2015 * Ford * * Fusion   SE *  sedan  CASHMERE - Stock  A28897M&S Auto 916-314-5216 - Call now for your best deal!Se Habla EspanolWhy Buy From M&S Auto?Thank you for visiting our new website! M&S Auto is Sacramento’s favorite used car dealership, look no further. This company is founded on trust, in",ca,38.610767,-121.422557,2021-05-03T17:40:59-0700,10.0,2015 Ford Fusion Se,10750.0,-4838.0
https://allentown.craigslist.org/ctd/d/bethlehem-2004-ford-taurus-ses-clean/7303671218.html,lehigh valley,3700,2004.0,ford,taurus,good,gas,119265.0,automatic,fwd,sedan,"2004 FORD TAURUS SES CLEAN CARFAX NO ACCIDENT RUNS GOOD PA INSPECTED TILL JULY 2021 3.0 V6 ENGINE STRONG AUTOMATIC TRANSMISSION SHIFTS SMOOTH VIN 1FAFP55U34G170743 MILEAGE 119265 CASH DEAL OR CREDIT DEBIT CARD PRICE FIRM We carry a wide selection of quality cars, vans, trucks, and SUVS: including Ho",pa,40.616946,-75.441782,2021-04-08T11:56:29-0400,21.0,2004 Ford Taurus,2995.0,-705.0
https://philadelphia.craigslist.org/ctd/d/gilberts-2008-ford-f350-xl-super-duty/7315074725.html,philadelphia,13900,2008.0,ford,f350 xl,,gas,59000.0,automatic,,,"**FOR SALE**  For a YouTube video of this truck, copy and paste this link into your browser: https://youtu.be/Tl-T3qqVuYw   2008 Ford F350 XL Super Duty Utility Truck  * 5.4 L V8 Engine  * Automatic Transmission w/ Overdrive  * 59,000 Miles  * Exceptionally solid. See pictures.  * SteelWeld Utility ",pa,42.117656,-88.437469,2021-04-30T18:47:52-0400,17.0,2008 Ford F350 Xl,13900.0,0.0
https://hartford.craigslist.org/ctd/d/paterson-2007-cadillac-escalade-awd/7311140414.html,hartford,13695,2007.0,cadillac,escalade,,gas,144492.0,automatic,4wd,suv,"2007 Cadillac Escalade AWD Navi Camera 3rd Row Sunroof AWD Base 4dr SUV     Offered by: Silk City Auto Mall — (866) 692-5152  — $13,695       Silk City Auto Mall    Year: 2007 Make: Cadillac Model: Escalade AWD Navi Camera 3rd Row Sunroof Series: AWD Base 4dr SUV  VIN: 1GYFK63877R375070  Stock #: 37",ct,40.894535,-74.152367,2021-04-22T20:05:39-0400,18.0,2007 Cadillac Escalade,11350.0,-2345.0
https://westernmass.craigslist.org/cto/d/chicopee-2017-bmw-x5-xdrive35i/7313644971.html,western massachusetts,34400,2017.0,bmw,x5 xdrive35i,excellent,gas,50700.0,automatic,4wd,suv,"Used 2017 BMW X5 Turbo in beautiful condition. Nice family vehicle with 3rd row seats. Cold weather package, driving assistances, Premium package and many more. Please see pictures for more info.",ma,42.1764,-72.5761,2021-04-27T21:01:29-0400,8.0,2017 Bmw X5 Xdrive35I,35990.0,1590.0
https://asheville.craigslist.org/ctd/d/franklin-2007-gmc-yukon-slt2-4wd-v8/7312726769.html,asheville,15995,2007.0,gmc,yukon slt2 4wd v8,excellent,gas,149171.0,automatic,4wd,suv,2007 GMC Yukon SLT2 4WD V8    Year:  2007  Make:  GMC  Model:  Yukon SLT2 4WD V8  Stock #:  9515  Mileage:  149171  Body Style:  SUV  Color:  Dark Blue  Int. Color:  Gray Leather  Trans.:  Automatic  Eng. Desc.:  5.3L V8 OHV 16V FFV  Fuel:  Gasoline  DriveTrain:  Contact Seller  City MPG:  16  Highw,nc,35.190556,-83.368454,2021-04-26T08:35:45-0400,18.0,2007 Gmc Yukon Slt2 4Wd V8,15995.0,0.0
https://nh.craigslist.org/ctd/d/salem-2014-honda-cr-lx-awd-call-text/7313800643.html,new hampshire,12999,2014.0,honda,cr-v,,gas,113474.0,automatic,,other,"2014 Honda CR-V LX AWD     Offered by: GUARANTEED FINANCING - BAD CREDIT, NO CREDIT, NO PROBLEM! — (603) 965-2721 — $12,999       GUARANTEED FINANCING - BAD CREDIT, NO CREDIT, NO PROBLEM!    Year: 2014 Make: Honda Model: CR-V Series: LX AWD  Stock #: S5528 Condition: Used Mileage: 113,474 MPG: 22 ci",nh,42.765709,-71.235073,2021-04-28T10:21:29-0400,11.0,2014 Honda Cr-V,14999.0,2000.0
https://orlando.craigslist.org/ctd/d/okeechobee-2004-gmc-sierra-2500hd-sle/7316955734.html,orlando,19700,2004.0,gmc,sierra 2500hd sle,excellent,gas,114206.0,automatic,4wd,pickup,"** 1 - OWNER ** SENIOR OWNED ** TOW PACKAGE ** 2500 GAS 4X4 **  Call OR Text: 863-447-8068  CLEAN CAR FAX   Mileage: 114,206 Body: Truck Drivetrain: 4X4 Exterior: Marine Blue Metallic Interior: Dark Pewter  Engine: Vortec 6.0L V8 Fuel Type: Gasoline Transmission: 4-Speed Automatic Doors: 2 Cab Type:",fl,27.234099,-80.829894,2021-05-04T17:27:49-0400,21.0,2004 Gmc Sierra 2500Hd Sle,19700.0,0.0
https://clarksville.craigslist.org/ctd/d/hickory-2006-pontiac-grand-prix-30-mpg/7315727618.html,clarksville,2900,2006.0,pontiac,grand prix,good,gas,192000.0,automatic,fwd,,* PLEASE LOOK !!!! MORE PICTURES / MORE VEHICLES / FREE AUTO CHECK / DETAILS @ www.ckmotorsky.com  FREE DELIVERY / 60 Miles / $1 per mile after that ////////. ( 2 ) 2011 Toyota Prius ( 51 MPG ) See @ www.ckmotorsky.com  * 2006 Pontiac Grand Prix * 3.8L / 30 MPG * New Front Tires * Power Bucket Seats,tn,36.8478,-88.6788,2021-05-02T09:13:23-0500,19.0,2006 Pontiac Grand Prix,3500.0,600.0
https://westernmass.craigslist.org/ctd/d/springfield-2018-vw-volkswagen-jetta/7303008229.html,western massachusetts,15590,2018.0,volkswagen,jetta 1.4t s sedan 4d,good,gas,51500.0,automatic,fwd,sedan,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",ma,42.11,-72.53,2021-04-07T05:30:24-0400,7.0,2018 Volkswagen Jetta 1.4T S Sedan 4D,15990.0,400.0
https://annarbor.craigslist.org/ctd/d/chelsea-247-mo-lincoln-mkx-base-awd-awd/7308571114.html,ann arbor,15520,2015.0,lincoln,mkx base awd! awd,excellent,gas,110249.0,automatic,4wd,suv,"$247/mo - 2015 Lincoln MKX Base AWD! AWD - Easy Financing!110,249 mi. - Automatic - 4D SUV - 6 Cyl - AWD: All Wheel Drive - VIN# 2LMDJ8JK1FBL26250 - STK# 2621Chelsea Motors         Call or Text (734) 802-0880www.chelseamotorsonline.com         Address: 1445 S Main St, Chelsea, MI 48118The automatic ",mi,42.300673,-84.024108,2021-04-17T21:01:51-0400,10.0,2015 Lincoln Mkx Base Awd! Awd,15520.0,0.0
https://palmsprings.craigslist.org/cto/d/joshua-tree-1995-ford-bronco/7315898328.html,palm springs,12900,1990.0,ford,bronco,excellent,gas,155000.0,automatic,rwd,offroad,"1995 Classic Ford Bronco Rebuilt 5.8  351 engine 3000 mile and  transmission just done, new radiator, shocks 6, front end suspension, control arms , ball joints, tie rod ends, center drag link, sway bar bushing, springs, I beam and strut rod bushings, power steering gearbox and hoses , brakes, axel ",ca,34.1502,-116.3038,2021-05-02T12:59:31-0700,35.0,1990 Ford Bronco,5000.0,-7900.0
https://clarksville.craigslist.org/ctd/d/clarksville-2015-ford-mustang/7315106844.html,clarksville,25999,2015.0,ford,mustang,,gas,76180.0,automatic,rwd,convertible,"This Ford Mustang can be yours today!Call or text 760-481-9441 now and ask for Marciano!BUY FROM THE BEST!!!!FAMILY FIRST AUTO SALES WON THE TITLE ""BEST PLACE TO BUY AN USED CAR IN CLARKSVILLE"" FOR THE 3RD YEAR IN A ROW! (2018-2019-2020)COME CHECK US OUT IF YOU ARE ON FORT CAMPBELL , CLARKSVILLE AND",tn,36.5853,-87.4186,2021-04-30T19:04:04-0500,10.0,2015 Ford Mustang,23995.0,-2004.0
https://worcester.craigslist.org/ctd/d/douglas-2003-chevrolet-2500hd-4x4/7315493177.html,worcester / central ma,8300,2003.0,chevrolet,silverado 2500 hd,fair,gas,120600.0,automatic,4wd,pickup,"This runs and drives fine but has a few minor issues, oil pressure gauge not working, check engine lite is on  but you can get a sticker because of its age, I think it was a  EVAP code because the fuel pump was replaced and the  code came right after that, speedo not working, hole in pass side floor",ma,42.057156,-71.711933,2021-05-01T16:40:01-0400,22.0,2003 Chevrolet Silverado 2500 Hd,6000.0,-2300.0
https://minneapolis.craigslist.org/ram/ctd/d/south-saint-paul-2013-chrysler-town/7316820065.html,minneapolis / st paul,12999,2013.0,chrysler,town & country,,gas,97658.0,other,fwd,van,"2013 Chrysler Town & Country 4dr Wgn Touring-L -- $12,999    ☎ Call Or TEXT Us Today: (651) 413-9796Vehicle Information: 2013 Chrysler Town & Country 4dr Wgn Touring-LPrice:  $12,999    Year:  2013*      Make:  *Chrysler**      Model:  *Town & Country**      Series:  *4dr Wgn Touring-L**      Body S",mn,44.873549,-93.030693,2021-05-04T12:39:10-0500,12.0,2013 Chrysler Town & Country,8995.0,-4004.0
https://spacecoast.craigslist.org/ctd/d/orlando-2017-ford-escape-se-sport/7314320583.html,space coast,10790,2017.0,ford,escape,excellent,gas,118776.0,automatic,fwd,suv,"2017 Ford Escape SE Sport Utility 4D SUV  FWD   Drive it home today. Call (Or Text) us now !!Call (or text) ☏ 4072030600  GAC One Stop Orlando 603 Silverton St, Orlando, FL 32808Copy & Paste the URL belowto view more information!http://gaconestopinc.v12soft.com   ⭐ Great Bank Financing Options Avail",fl,28.551277,-81.438392,2021-04-29T11:15:24-0400,8.0,2017 Ford Escape,16300.0,5510.0
https://losangeles.craigslist.org/wst/cto/d/playa-vista-2011-mini-cooper-clubman/7316577430.html,los angeles,7600,2011.0,mini,cooper clubman,excellent,gas,78167.0,manual,fwd,,Second owner.  Always serviced at Dealership.  6 Speed Manual Transmission.  Needs nothing.  No leaks or warning lights.  Just smogged and renewed registration.  Pretty well optioned with dual glass moon roof.  Spotless interior.  Exterior is near perfect.  No accidents and clean CarFax report showi,ca,33.962612,-118.42181,2021-05-03T20:06:05-0700,14.0,2011 Mini Cooper Clubman,5950.0,-1650.0
https://inlandempire.craigslist.org/ctd/d/temecula-2014-audi-s4-30t-quattro/7314079764.html,inland empire,21995,2014.0,audi,s4 3.0t quattro premium plus,,gas,82429.0,automatic,4wd,sedan,"2014 Audi S4 3.0T quattro Premium Plus SedanExterior Color: Ibis WhiteInterior Color: BlackVIN: WAUBGAFL4EA019046Stock Number: P103279License Plate: 7CLV264Mileage: 82,429MPG: 18 City / 28 HighwayEngine: 3.0L Supercharged V6 333hp 325ft. lbs.Fuel: GasolineTransmission: AutomaticDrivetrain: All Wheel",ca,33.505381,-117.155728,2021-04-28T15:26:00-0700,11.0,2014 Audi S4 3.0T Quattro Premium Plus,21995.0,0.0
https://eastidaho.craigslist.org/ctd/d/pocatello-2018-jeep-wrangler-jk/7306338994.html,east idaho,32490,2018.0,jeep,wrangler jk unlimited sport,good,gas,15128.0,other,,other,"Why Buy From Hirning Buick GMC?Looking for new or used trucks for sale near Idaho Falls? Other Pocatello car dealers don't offer the expansive inventory, low prices and excellent customer service that our dealership provides. We offer one of the largest Buick, GMC inventories in Idaho. Find the perf",id,42.885063,-112.452574,2021-04-13T14:00:41-0600,7.0,2018 Jeep Wrangler Jk Unlimited Sport,32244.5,-245.5
https://ithaca.craigslist.org/ctd/d/owego-2013-chevy-silverado-crew-cab-lt/7316005479.html,ithaca,24995,2013.0,chevrolet,silverado,,gas,79000.0,automatic,,,"AUTOMATIC, 5.3 V-8, P/SEAT, P/W, P/L, TILT, CRUISE, A/C, CD, VERY VERY CLEAN 1-OWNER  Where: Greg's Auto Sales - Route 17c Owego  Price: $24,995  Call: 607-687-1535  Text: 607-214-2907  Website: gregsauto-sales.com",ny,42.1138,-76.2528,2021-05-02T20:11:14-0400,12.0,2013 Chevrolet Silverado,22749.5,-2245.5
https://redding.craigslist.org/ctd/d/sacramento-2017-toyota-tundra-sr5/7307706929.html,redding,31995,2017.0,toyota,tundra sr5,excellent,gas,57331.0,automatic,,truck,"2017 Toyota Tundra SR5 Pickup Truck For sale!57,331 mi. - Automatic - 4D Pickup - 8 Cyl - RWD: Rear Wheel Drive - VIN# 5TFEM5F17HX118668 - STK# 118668Prestige Wholesale         Call or Text (916) 252-5582www.sacbestcar.com         Address: 1537 El Camino Avenue, Sacramento, CA 95815   ⭐ LOW MILES ⭐🤩",ca,38.611373,-121.430328,2021-04-16T08:04:53-0700,8.0,2017 Toyota Tundra Sr5,31995.0,0.0
https://fortsmith.craigslist.org/ctd/d/tulsa-2014-honda-pilot-touring-awd/7307526553.html,fort smith,16999,2014.0,honda,pilot touring,,gas,109235.0,automatic,4wd,suv,"2014 Honda Pilot Touring SUV2014 HONDA PILOT TOURING AWD LEATHER ROOF NAV DVD 3RD ROW 109K!Exterior Color: WhiteInterior Color: GrayVIN: 5FNYF4H98EB036636Stock Number: 036636Mileage: 109,235MPG: 17 City / 24 HighwayEngine: 3.5L V6 250hp 253ft. lbs.Fuel: GasolineTransmission: AutomaticDrivetrain: 4 W",ar,36.146766,-95.917095,2021-04-15T20:36:18-0500,11.0,2014 Honda Pilot Touring,22995.0,5996.0
https://skagit.craigslist.org/ctd/d/mount-vernon-2011-mini-cooper-base-2dr/7310552026.html,skagit / island / sji,7475,2011.0,mini,cooper hardtop,,gas,98672.0,automatic,,hatchback,"2011 MINI Cooper Base 2dr Hatchback     Offered by: Payless Car & Truck Sales — (360) 506-6104 — $7,475       Payless Car & Truck Sales    Year: 2011 Make: MINI Model: Cooper Series: Base 2dr Hatchback VIN: WMWSU3C5XBT098068 Stock #: 3266 Condition: Used Mileage: 98,672 MPG: 28 city / 35 highway Ext",wa,48.42198,-122.34586,2021-04-21T14:05:41-0700,14.0,2011 Mini Cooper Hardtop,7475.0,0.0
https://phoenix.craigslist.org/nph/ctd/d/phoenix-2015-toyota-tacoma-4wd-double/7315823696.html,phoenix,33995,2015.0,toyota,tacoma 4wd double cab v6,,other,78404.0,other,,other,"2015 Toyota Tacoma 4WD DOUBLE CAB V6 AT   Lifted Trucks Paradise Valley - Call:  (844) 487-7710 - $33,995     Our 2015 Toyota Tacoma V6 TRD Off-Road Double Cab 4X4 is offered in eye-catching Super White. Powered by a 4.0 Liter V6 that generates 236hp coupled to a 5 Speed Automatic transmission. This",az,33.640251,-112.014798,2021-05-02T10:36:25-0700,10.0,2015 Toyota Tacoma 4Wd Double Cab V6,33995.0,0.0
https://kpr.craigslist.org/ctd/d/hillsboro-2019-toyota-tacoma-trd-sport/7316925910.html,kennewick-pasco-richland,43995,2019.0,toyota,tacoma,,gas,23866.0,automatic,4wd,truck,"2019 Toyota Tacoma TRD Sport -- $43,995       ☎ Call: (971) 318-4486  ext 10344  📱 Text  10344 to  (971) 318-4486 Vehicle Information: 2019 Toyota Tacoma TRD SportPrice:  $43,995    Year:  2019*      Make:  *Toyota**      Model:  *Tacoma**      Series:  *TRD Sport**      Body Style:  Truck*    Stock",wa,45.509778,-122.967379,2021-05-04T13:33:07-0700,6.0,2019 Toyota Tacoma,38000.0,-5995.0
https://pittsburgh.craigslist.org/ctd/d/windham-2013-ford-f150-supercrew/7314416504.html,pittsburgh,22888,2013.0,ford,f150,,gas,87962.0,automatic,,other,"2013 FORD F150 SUPERCREW     Offered by: Solid Rock Auto Group — (330) 886-4655  — $22,888     LOW MILES*COPY OF CARFX ON FILE*3.5 ECOBOOST*4X4*AUTOMATIC*POWER SEAT*POWER WINDOWS*POWER LOCKS*CRUISE*CD*CHROMEW WHEELS AND RUNNING BOARDS*BEDLINER*TOW PACKAGE*SUPER CLEAN INSIDE AND OUT*WE ARE A A+BBB RA",pa,41.26554,-81.10626,2021-04-29T13:55:17-0400,12.0,2013 Ford F150,17995.0,-4893.0
https://cosprings.craigslist.org/ctd/d/colorado-springs-1995-toyota-camry-dx/7310893189.html,colorado springs,1595,1995.0,toyota,camry dx,,gas,248328.0,automatic,fwd,sedan,"1995 Toyota Camry DX SedanExterior Color: GoldInterior Color: TanVIN: 4T1SK11E0SU628408Stock Number: 100808Mileage: 248,328MPG: 20 City / 29 HighwayEngine: 2L NA I4 double overhead cam (DOHC) 16VFuel: GasolineTransmission: AutomaticDrivetrain: Front Wheel DriveTitle: ClearAsking Price: $1595.00Key F",co,38.909638,-104.785056,2021-04-22T10:32:24-0600,30.0,1995 Toyota Camry Dx,1595.0,0.0
https://lasvegas.craigslist.org/ctd/d/las-vegas-2018-nissan-rogue-skujp-wagon/7313350792.html,las vegas,23220,2018.0,nissan,rogue,,gas,13588.0,automatic,fwd,wagon,Most common questions about this vehicle:  Want to confirm availability and current vehicle location? Would you like to have the most updated Carfax sent to you? We can send specific photos of the vehicle to you. Would you like to request service history and maintenance performed? Do you want to sch,nv,36.143249,-115.226909,2021-04-27T08:53:49-0700,7.0,2018 Nissan Rogue,20486.5,-2733.5
https://anchorage.craigslist.org/ctd/d/anchorage-2013-lexus-gs-350-awd-low/7304379450.html,anchorage / mat-su,27999,2013.0,lexus,gs 350 awd,excellent,gas,63629.0,automatic,4wd,sedan,"Here we have a very nice 2013 Lexus GS 350 AWD, Automatic, 63,629 Easy miles on it. This vehicle is in excellent condition! You couldn't ask for a safer or more reliable vehicle! Come down to Delta Car Connection today, test drive this 2013 Lexus GS 350 AWD and see what the car buying experience is ",ak,61.166353,-149.847206,2021-04-09T13:02:00-0800,12.0,2013 Lexus Gs 350 Awd,21895.0,-6104.0
https://mattoon.craigslist.org/ctd/d/mattoon-2018-mitsubishi-outlander-es/7305638559.html,mattoon-charleston,19990,2018.0,mitsubishi,outlander es sport,good,other,15207.0,automatic,4wd,suv,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",il,39.47,-88.36,2021-04-12T10:31:20-0500,7.0,2018 Mitsubishi Outlander Es Sport,19990.0,0.0
https://lasvegas.craigslist.org/ctd/d/henderson-2018-gmc-terrain-slt-skujl-suv/7316867415.html,las vegas,25991,2018.0,gmc,terrain,,gas,33409.0,automatic,fwd,suv,Most common questions about this vehicle:  Want to confirm availability and current vehicle location? Would you like to have the most updated Carfax sent to you? We can send specific photos of the vehicle to you. Would you like to request service history and maintenance performed? Do you want to sch,nv,36.061719,-115.05806,2021-05-04T11:53:52-0700,7.0,2018 Gmc Terrain,23990.0,-2001.0
https://southbend.craigslist.org/ctd/d/south-bend-2016-ford-edge-4dr-titanium/7313561768.html,south bend / michiana,18895,2016.0,ford,edge,good,gas,98136.0,automatic,4wd,suv,"2016 Ford Edge 4dr Titanium AWD📲 ☎ CallAutoMax Of Indiana - (574) 404−6868 To Schedule a Test Drive Today!ACCIDENT FREE 2016 Ford EdgeTitanium AWD Features Heated and Cooled Leather Seats, Heated Steering Wheel, Keyless Entry, Remote Start, Navigation, Panoramic Moonroof, Back Up Camera. Bluetooth a",in,41.672666,-86.196093,2021-04-27T17:45:58-0400,9.0,2016 Ford Edge,17995.0,-900.0
